Altium Designer Pick and Place Locations
S:\Jobs\1166V10\Produce\Prints\Pick Place for 1166V10(Variant V10).csv

========================================================================================================================
File Design Information:

Date:       15.01.21
Time:       15:53
Revision:   Not in VersionControl
Variant:    Variant V10
Units used: mm

"Designator","Comment","Layer","Footprint","Center-X(mm)","Center-Y(mm)","Rotation","Description"
"L404","4u7H 1,1A","BottomLayer","2.0mm_x_1.6mm","53.9250","7.1000","360","Power Choke 4u7H 1,1A"
"L403","4u7H 1,1A","BottomLayer","2.0mm_x_1.6mm","53.9250","25.6000","360","Power Choke 4u7H 1,1A"
"L304","4u7H 1,1A","BottomLayer","2.0mm_x_1.6mm","80.9250","7.1000","360","Power Choke 4u7H 1,1A"
"L303","4u7H 1,1A","BottomLayer","2.0mm_x_1.6mm","80.9250","25.6000","360","Power Choke 4u7H 1,1A"
"IC403","ISO7741FEDWQ1","TopLayer","SOIC-16-W_-_8.1mm","29.7250","29.9450","180","Quad-CH 100Mbps Isolators 1 IN/3 OUT, 5000V Reinforced, (-40-150°C)"
"IC402","ISO7741FEDWQ1","TopLayer","SOIC-16-W_-_8.1mm","66.9550","76.5250","90","Quad-CH 100Mbps Isolators 1 IN/3 OUT, 5000V Reinforced, (-40-150°C)"
"IC303","ISO7741FEDWQ1","TopLayer","SOIC-16-W_-_8.1mm","29.7250","18.8450","180","Quad-CH 100Mbps Isolators 1 IN/3 OUT, 5000V Reinforced, (-40-150°C)"
"IC302","ISO7741FEDWQ1","TopLayer","SOIC-16-W_-_8.1mm","89.8550","76.5250","90","Quad-CH 100Mbps Isolators 1 IN/3 OUT, 5000V Reinforced, (-40-150°C)"
"IC109","SN74HCS21PWR","TopLayer","TSSOP-14","12.2500","47.8500","360","Dual 4-Input AND Gate with Schmitt Trigger Input"
"IC105","SN74HCS21PWR","TopLayer","TSSOP-14","12.2500","41.3500","360","Dual 4-Input AND Gate with Schmitt Trigger Input"
"D405","VLMY3001","TopLayer","PLCC-2_gelb","19.0000","85.5000","180","Top LED Yellow, 2mA, 18mcd, -40-100°C"
"D404","VLMS30K1L2-GS08","TopLayer","PLCC-2_rot","19.0000","81.0000","180","Top LED Super red, 2mA, 18mcd, -40-100°C"
"D403","VLMY3001","TopLayer","PLCC-2_gelb","19.0000","94.5000","180","Top LED Yellow, 2mA, 18mcd, -40-100°C"
"D402","VLMS30K1L2-GS08","TopLayer","PLCC-2_rot","19.0000","90.0000","180","Top LED Super red, 2mA, 18mcd, -40-100°C"
"D305","VLMY3001","TopLayer","PLCC-2_gelb","25.5000","85.5000","180","Top LED Yellow, 2mA, 18mcd, -40-100°C"
"D304","VLMS30K1L2-GS08","TopLayer","PLCC-2_rot","25.5000","81.0000","180","Top LED Super red, 2mA, 18mcd, -40-100°C"
"D303","VLMY3001","TopLayer","PLCC-2_gelb","25.5000","94.5000","180","Top LED Yellow, 2mA, 18mcd, -40-100°C"
"D302","VLMS30K1L2-GS08","TopLayer","PLCC-2_rot","25.5000","90.0000","180","Top LED Super red, 2mA, 18mcd, -40-100°C"
"CF406","100nF","TopLayer","0603-Cap","36.3000","26.3500","270","Capacitor (SMD)"
"CF404","100nF","TopLayer","0603-Cap","63.3500","70.1000","180","Capacitor (SMD)"
"CF306","100nF","TopLayer","0603-Cap","36.2000","15.2500","270","Capacitor (SMD)"
"CF304","100nF","TopLayer","0603-Cap","86.2500","70.0000","180","Capacitor (SMD)"
"CF103","100nF","TopLayer","0603-Cap","14.2500","38.1000","360","Capacitor (SMD)"
"CF102","100nF","TopLayer","0603-Cap","14.2500","44.6000","360","Capacitor (SMD)"
"C424","2µ2F/25V","BottomLayer","0805-Cap","57.1000","7.5000","360","Capacitor (SMD)"
"C423","220nF","BottomLayer","0603-Cap","52.0500","16.3000","360","Capacitor (SMD)"
"C422","10µF/25V","BottomLayer","0805-Cap","52.6000","10.0000","90","Capacitor (SMD)"
"C410","2µ2F/25V","BottomLayer","0805-Cap","57.1000","25.9000","360","Capacitor (SMD)"
"C409","220nF","BottomLayer","0603-Cap","52.0500","34.8000","360","Capacitor (SMD)"
"C401","10µF/25V","BottomLayer","0805-Cap","52.5000","28.5000","90","Capacitor (SMD)"
"C324","2µ2F/25V","BottomLayer","0805-Cap","84.1000","7.4000","360","Capacitor (SMD)"
"C323","220nF","BottomLayer","0603-Cap","79.0500","16.3000","360","Capacitor (SMD)"
"C322","10µF/25V","BottomLayer","0805-Cap","79.6000","10.1000","90","Capacitor (SMD)"
"C310","2µ2F/25V","BottomLayer","0805-Cap","84.1000","25.9000","360","Capacitor (SMD)"
"C309","220nF","BottomLayer","0603-Cap","79.0500","34.8000","360","Capacitor (SMD)"
"C301","10µF/25V","BottomLayer","0805-Cap","79.6000","28.5000","90","Capacitor (SMD)"
"R212","20K","BottomLayer","0603-Res","105.7500","15.1000","180","Resistor SMD"
"R213","220R","BottomLayer","0603-Res","103.4000","12.5500","270","Resistor SMD"
"R205","20K","BottomLayer","0603-Res","105.7500","33.6000","180","Resistor SMD"
"R206","220R","BottomLayer","0603-Res","103.4000","32.7500","90","Resistor SMD"
"R207","470R","TopLayer","0603-Res","32.5500","83.3000","180","Resistor SMD"
"R204","470R","TopLayer","0603-Res","32.5500","78.7000","180","Resistor SMD"
"R202","470R","TopLayer","0603-Res","32.5500","92.3000","180","Resistor SMD"
"R201","470R","TopLayer","0603-Res","32.5500","87.8000","180","Resistor SMD"
"Q202","LMG3425R030RQZT","BottomLayer","VQFN-54_(RQZ0054)","114.0000","14.7500","270","GaN FET Power Stage With Cycle-by-cycle Overcurrent Protection 600V/40A/30mOhm"
"Q201","LMG3425R030RQZT","BottomLayer","VQFN-54_(RQZ0054)","114.0000","33.2500","270","GaN FET Power Stage With Cycle-by-cycle Overcurrent Protection 600V/40A/30mOhm"
"L206","4u7H 1,1A","BottomLayer","2.0mm_x_1.6mm","107.9250","7.1000","360","Power Choke 4u7H 1,1A"
"L203","4u7H 1,1A","BottomLayer","2.0mm_x_1.6mm","107.9250","25.6000","360","Power Choke 4u7H 1,1A"
"IC202","ISO7741FEDWQ1","TopLayer","SOIC-16-W_-_8.1mm","113.1550","76.5250","90","Quad-CH 100Mbps Isolators 1 IN/3 OUT, 5000V Reinforced, (-40-150°C)"
"IC101","SN74HCS21PWR","TopLayer","TSSOP-14","12.2500","34.8500","360","Dual 4-Input AND Gate with Schmitt Trigger Input"
"D205","VLMY3001","TopLayer","PLCC-2_gelb","32.0000","85.5000","180","Top LED Yellow, 2mA, 18mcd, -40-100°C"
"D204","VLMS30K1L2-GS08","TopLayer","PLCC-2_rot","32.0000","81.0000","180","Top LED Super red, 2mA, 18mcd, -40-100°C"
"D203","VLMY3001","TopLayer","PLCC-2_gelb","32.0000","94.5000","180","Top LED Yellow, 2mA, 18mcd, -40-100°C"
"D202","VLMS30K1L2-GS08","TopLayer","PLCC-2_rot","32.0000","90.0000","180","Top LED Super red, 2mA, 18mcd, -40-100°C"
"C227","2µ2F/25V","BottomLayer","0805-Cap","111.1000","7.4000","360","Capacitor (SMD)"
"C226","220nF","BottomLayer","0603-Cap","106.0500","16.3000","360","Capacitor (SMD)"
"C225","10µF/25V","BottomLayer","0805-Cap","106.6000","10.1000","90","Capacitor (SMD)"
"C210","2µ2F/25V","BottomLayer","0805-Cap","111.1000","25.9000","180","Capacitor (SMD)"
"C209","220nF","BottomLayer","0603-Cap","106.0500","34.8000","360","Capacitor (SMD)"
"C201","10µF/25V","BottomLayer","0805-Cap","106.6000","28.6000","90","Capacitor (SMD)"
"R420","1M","BottomLayer","2512-Res","127.3500","4.2000","360","Resistor SMD 1M/0,1%/3KV/2W/25ppm/°C"
"R419","1M","BottomLayer","2512-Res","118.6500","4.2000","360","Resistor SMD 1M/0,1%/3KV/2W/25ppm/°C"
"R320","1M","BottomLayer","2512-Res","134.5000","19.2500","90","Resistor SMD 1M/0,1%/3KV/2W/25ppm/°C"
"R319","1M","BottomLayer","2512-Res","128.6000","16.8500","90","Resistor SMD 1M/0,1%/3KV/2W/25ppm/°C"
"R220","1M","BottomLayer","2512-Res","133.4000","42.0500","270","Resistor SMD 1M/0,1%/3KV/2W/25ppm/°C"
"R219","1M","BottomLayer","2512-Res","128.1000","45.4500","270","Resistor SMD 1M/0,1%/3KV/2W/25ppm/°C"
"R511","1M","BottomLayer","2512-Res","48.5500","62.5000","360","Resistor SMD 1M/0,1%/3KV/2W/25ppm/°C"
"R512","1M","BottomLayer","2512-Res","42.4500","58.6000","360","Resistor SMD 1M/0,1%/3KV/2W/25ppm/°C"
"R522","6K65/0,1%/10ppm","BottomLayer","0603-Res","40.5500","65.4000","180","Resistor SMD"
"R518","0.010R","BottomLayer","2512","133.4000","63.3000","90","10mOhm, 3W, 1%, 50ppm/°C"
"R517","10R","BottomLayer","0603-Res","126.0500","64.4000","180","Resistor SMD"
"R516","10R","BottomLayer","0603-Res","128.2000","64.3500","90","Resistor SMD"
"R502","10K","BottomLayer","0603-Res","129.6000","84.6500","90","Resistor SMD"
"J502","FCR7350L Blau","TopLayer","SLB4-I/90_-_4mm_-_CLIFF","143.7800","51.4000","270","Labor Winkelbuchsen 4mm Blau"
"J501","MC - SLB4-I/90 Rot","TopLayer","SLB4-I/90_-_4mm","143.7800","65.7000","270","Labor Winkelbuchsen 4mm Rot"
"IC503","AMC1311BQDWVRQ1","BottomLayer","SOIC-8-W","44.1650","76.4000","90","2V Input, Automotive High-Impedance, Reinforced Isolated Amplifier for Voltage Sensing"
"IC501","AMC3301DWE","BottomLayer","SOIC-16-W_-_8.1mm","128.4550","76.5250","90","±250 mV Input Voltage Range, Reinforced Isolated Amplifier and High Bandwidth of 300 kHz"
"CF506","1µF/10V","BottomLayer","0603-Cap","44.8500","67.9000","180","Capacitor (SMD)"
"CF505","100nF","BottomLayer","0603-Cap","44.8500","69.2000","180","Capacitor (SMD)"
"CF504","100nF","BottomLayer","0603-Cap","48.2500","81.8000","360","Capacitor (SMD)"
"CF503","1µF/10V","BottomLayer","0603-Cap","48.2500","83.1000","360","Capacitor (SMD)"
"C526","1µF/630V","BottomLayer","2220-Cap","100.5000","54.1500","270","Capacitor (SMD)"
"C525","1µF/630V","BottomLayer","2220-Cap","73.6000","54.1500","270","Capacitor (SMD)"
"C524","1µF/630V","BottomLayer","2220-Cap","127.3000","54.0500","270","Capacitor (SMD)"
"C518","100nF","BottomLayer","0603-Cap","40.5500","66.7000","360","Capacitor (SMD)"
"C515","8n2F","BottomLayer","0603-Cap","126.0500","65.7000","360","Capacitor (SMD)"
"C514","100nF","BottomLayer","1206-Cap","125.9500","67.5000","180","Capacitor (SMD)"
"C513","1nF","BottomLayer","1206-Cap","125.9500","69.6000","180","Capacitor (SMD)"
"C512","100nF","BottomLayer","0603-Cap","132.7500","68.8000","180","Capacitor (SMD)"
"C511","1nF","BottomLayer","0603-Cap","132.7500","70.0000","180","Capacitor (SMD)"
"C510","1µF/25V","BottomLayer","0603-Cap","129.8500","70.0000","360","Capacitor (SMD)"
"C506","1nF","BottomLayer","1206-Cap","126.0500","83.4000","180","Capacitor (SMD)"
"C505","1µF/25V","BottomLayer","1206-Cap","126.0500","85.5000","180","Capacitor (SMD)"
"C502","100nF","BottomLayer","0603-Cap","132.0500","83.0000","360","Capacitor (SMD)"
"R411","0.018R","BottomLayer","2512","131.8000","8.3000","360","18mOhm, 3W, 0,5%, 50ppm/°C"
"R410","10R","BottomLayer","0603-Res","62.9500","64.5000","180","Resistor SMD"
"R409","10R","BottomLayer","0603-Res","65.8500","64.5000","360","Resistor SMD"
"R403","10K","BottomLayer","0603-Res","68.3500","85.5000","180","Resistor SMD"
"R311","0.018R","BottomLayer","2512","131.5000","25.5000","360","18mOhm, 3W, 0,5%, 50ppm/°C"
"R310","10R","BottomLayer","0603-Res","86.5000","63.7500","90","Resistor SMD"
"R309","10R","BottomLayer","0603-Res","87.8000","63.7500","90","Resistor SMD"
"R303","10K","BottomLayer","0603-Res","91.2500","85.5000","180","Resistor SMD"
"R211","0.018R","BottomLayer","2512","130.5000","31.7000","360","18mOhm, 3W, 0,5%, 50ppm/°C"
"R203","10K","BottomLayer","0603-Res","114.4500","85.5000","180","Resistor SMD"
"R209","10R","BottomLayer","0603-Res","112.0500","64.3000","360","Resistor SMD"
"R210","10R","BottomLayer","0603-Res","109.1500","64.3000","180","Resistor SMD"
"IC401","AMC3301DWE","BottomLayer","SOIC-16-W_-_8.1mm","66.9550","76.5250","90","±250 mV Input Voltage Range, Reinforced Isolated Amplifier and High Bandwidth of 300 kHz"
"IC301","AMC3301DWE","BottomLayer","SOIC-16-W_-_8.1mm","89.8550","76.5250","90","±250 mV Input Voltage Range, Reinforced Isolated Amplifier and High Bandwidth of 300 kHz"
"IC201","AMC3301DWE","BottomLayer","SOIC-16-W_-_8.1mm","113.1550","76.5250","90","±250 mV Input Voltage Range, Reinforced Isolated Amplifier and High Bandwidth of 300 kHz"
"C420","8n2F","BottomLayer","0603-Cap","64.2500","65.8000","360","Capacitor (SMD)"
"C419","100nF","BottomLayer","1206-Cap","64.3500","67.5000","180","Capacitor (SMD)"
"C418","1nF","BottomLayer","1206-Cap","64.3500","69.6000","180","Capacitor (SMD)"
"C417","100nF","BottomLayer","0603-Cap","68.2500","70.0000","360","Capacitor (SMD)"
"C416","1nF","BottomLayer","0603-Cap","71.1500","70.0000","180","Capacitor (SMD)"
"C415","1µF/25V","BottomLayer","0603-Cap","71.1500","68.8000","180","Capacitor (SMD)"
"C413","1nF","BottomLayer","1206-Cap","64.4500","83.4000","180","Capacitor (SMD)"
"C412","1µF/25V","BottomLayer","1206-Cap","64.4500","85.5000","180","Capacitor (SMD)"
"C411","100nF","BottomLayer","0603-Cap","70.5500","83.0000","360","Capacitor (SMD)"
"C320","8n2F","BottomLayer","0603-Cap","87.1500","65.8000","360","Capacitor (SMD)"
"C319","100nF","BottomLayer","1206-Cap","87.1500","67.5000","180","Capacitor (SMD)"
"C318","1nF","BottomLayer","1206-Cap","87.1500","69.6000","180","Capacitor (SMD)"
"C317","100nF","BottomLayer","0603-Cap","91.1500","70.0000","360","Capacitor (SMD)"
"C316","1nF","BottomLayer","0603-Cap","94.0500","70.0000","180","Capacitor (SMD)"
"C315","1µF/25V","BottomLayer","0603-Cap","94.0500","68.8000","180","Capacitor (SMD)"
"C313","1nF","BottomLayer","1206-Cap","87.3500","83.4000","180","Capacitor (SMD)"
"C312","1µF/25V","BottomLayer","1206-Cap","87.3500","85.5000","180","Capacitor (SMD)"
"C311","100nF","BottomLayer","0603-Cap","93.4500","83.0000","360","Capacitor (SMD)"
"C220","8n2F","BottomLayer","0603-Cap","110.6500","65.6000","360","Capacitor (SMD)"
"C219","100nF","BottomLayer","1206-Cap","110.5500","69.6000","180","Capacitor (SMD)"
"C218","1nF","BottomLayer","1206-Cap","110.5500","67.5000","180","Capacitor (SMD)"
"C217","100nF","BottomLayer","0603-Cap","114.4500","70.0000","360","Capacitor (SMD)"
"C216","1nF","BottomLayer","0603-Cap","117.3500","70.0000","180","Capacitor (SMD)"
"C215","1µF/25V","BottomLayer","0603-Cap","117.3500","68.8000","180","Capacitor (SMD)"
"C213","1nF","BottomLayer","1206-Cap","110.5500","83.4000","180","Capacitor (SMD)"
"C212","1µF/25V","BottomLayer","1206-Cap","110.5500","85.5000","180","Capacitor (SMD)"
"C211","100nF","BottomLayer","0603-Cap","116.7500","83.0000","360","Capacitor (SMD)"
"J104","RJ-45","TopLayer","WE-634008149821","147.5100","88.6500","90","SMD CAT3 RJ-45 Connector"
"J103","RJ-45","BottomLayer","WE-634008149821","147.4850","84.0000","270","SMD CAT3 RJ-45 Connector"
"R424","6K65/0,1%/10ppm","BottomLayer","0603-Res","40.9000","8.9500","270","Resistor SMD"
"R324","6K65/0,1%/10ppm","BottomLayer","0603-Res","40.9000","19.9500","270","Resistor SMD"
"R224","6K65/0,1%/10ppm","BottomLayer","0603-Res","40.9000","30.9500","270","Resistor SMD"
"R223","49R9","TopLayer","0603-Res","103.9500","90.3000","360","Resistor SMD"
"R218","49R9","TopLayer","0603-Res","103.9500","92.0000","360","Resistor SMD"
"IC404","AMC1311BQDWVRQ1","BottomLayer","SOIC-8-W","29.7000","9.0950","180","2V Input, Automotive High-Impedance, Reinforced Isolated Amplifier for Voltage Sensing"
"IC304","AMC1311BQDWVRQ1","BottomLayer","SOIC-8-W","29.7000","20.0950","180","2V Input, Automotive High-Impedance, Reinforced Isolated Amplifier for Voltage Sensing"
"IC203","LT1763IS8-5#PBF","TopLayer","SOIC-8-N","37.1650","51.6500","90","LDO 5V/500mA, Vin 20V (-40-125°C)"
"IC205","AMC1311BQDWVRQ1","BottomLayer","SOIC-8-W","29.7000","31.1950","180","2V Input, Automotive High-Impedance, Reinforced Isolated Amplifier for Voltage Sensing"
"CF412","1µF/10V","BottomLayer","0603-Cap","38.2000","9.7500","270","Capacitor (SMD)"
"CF411","100nF","BottomLayer","0603-Cap","36.9000","9.7500","270","Capacitor (SMD)"
"CF410","100nF","BottomLayer","0603-Cap","21.6500","11.0000","180","Capacitor (SMD)"
"CF409","1µF/10V","BottomLayer","0603-Cap","21.6500","12.2000","180","Capacitor (SMD)"
"CF312","1µF/10V","BottomLayer","0603-Cap","38.2000","20.7500","270","Capacitor (SMD)"
"CF311","100nF","BottomLayer","0603-Cap","36.9000","20.7500","270","Capacitor (SMD)"
"CF310","100nF","BottomLayer","0603-Cap","21.6500","21.9000","180","Capacitor (SMD)"
"CF309","1µF/10V","BottomLayer","0603-Cap","21.6500","23.2000","180","Capacitor (SMD)"
"CF207","22µF/16V","TopLayer","0805-Cap","36.3000","47.2000","360","Capacitor (SMD)"
"CF215","1µF/10V","BottomLayer","0603-Cap","38.2000","31.7500","270","Capacitor (SMD)"
"CF214","100nF","BottomLayer","0603-Cap","36.9000","31.7500","270","Capacitor (SMD)"
"CF213","100nF","BottomLayer","0603-Cap","21.6500","33.1000","180","Capacitor (SMD)"
"CF212","1µF/10V","BottomLayer","0603-Cap","21.6500","34.4000","180","Capacitor (SMD)"
"C430","100nF","BottomLayer","0603-Cap","39.6000","8.9500","90","Capacitor (SMD)"
"C330","100nF","BottomLayer","0603-Cap","39.6000","19.9500","90","Capacitor (SMD)"
"C229","10nF","TopLayer","0603-Cap","40.6000","48.3500","90","Capacitor (SMD)"
"C236","2n2F","TopLayer","0603-Cap","106.1000","88.2500","90","Capacitor (SMD)"
